Regiao,Estado,Municipio,Nome da Rua,Numero Rua,Bairro,Cep,Produto,Valor de Venda,Bandeira
NE,AL,ARAPIRACA,RODOVIA AL220,1901,SANTA ESMERALDA,57312025,GASOLINA,5.68,VIBRA
NE,AL,ARAPIRACA,RODOVIA AL220,1901,SANTA ESMERALDA,57312025,GASOLINA ADITIVADA,5.68,VIBRA
NE,AL,ARAPIRACA,RODOVIA AL220,1901,SANTA ESMERALDA,57312025,DIESEL S10,5.93,VIBRA
NE,AL,ARAPIRACA,RODOVIA AL220,1901,SANTA ESMERALDA,57312025,ETANOL,3.99,VIBRA
NE,AL,ARAPIRACA,RUA SAO FRANCISCO,274,CENTRO,57300080,GASOLINA,5.48,VIBRA
NE,AL,ARAPIRACA,RODOVIA AL110,678,CANAFISTULA,57302802,GNV,4.69,BRANCA
NE,AL,ARAPIRACA,RODOVIA AL110,678,CANAFISTULA,57302802,GASOLINA,5.69,BRANCA
NE,AL,ARAPIRACA,RODOVIA AL110,678,CANAFISTULA,57302802,GASOLINA ADITIVADA,5.89,BRANCA
NE,AL,ARAPIRACA,RODOVIA AL110,678,CANAFISTULA,57302802,DIESEL,5.99,BRANCA
NE,AL,ARAPIRACA,RODOVIA AL110,678,CANAFISTULA,57302802,ETANOL,3.99,BRANCA
NE,AL,ARAPIRACA,AVENIDA EMIDIO DE LIMA,23,JARDIM ESPERANCA,57307350,GASOLINA,5.49,IPIRANGA
NE,AL,ARAPIRACA,AVENIDA EMIDIO DE LIMA,23,JARDIM ESPERANCA,57307350,GASOLINA ADITIVADA,5.69,IPIRANGA
NE,AL,ARAPIRACA,AVENIDA EMIDIO DE LIMA,23,JARDIM ESPERANCA,57307350,DIESEL,5.79,IPIRANGA
NE,AL,ARAPIRACA,AVENIDA EMIDIO DE LIMA,23,JARDIM ESPERANCA,57307350,ETANOL,3.99,IPIRANGA
NE,AL,RIO LARGO,RODOVIA BR 104 AL KM 86,SN,MATA DO ROLO,57100000,GNV,4.69,VIBRA
NE,AL,RIO LARGO,RODOVIA BR 104 AL KM 86,SN,MATA DO ROLO,57100000,GASOLINA,5.49,VIBRA
NE,AL,RIO LARGO,RODOVIA BR 104 AL KM 86,SN,MATA DO ROLO,57100000,GASOLINA ADITIVADA,5.49,VIBRA
NE,AL,RIO LARGO,RODOVIA BR 104 AL KM 86,SN,MATA DO ROLO,57100000,ETANOL,3.99,VIBRA
NE,AL,RIO LARGO,LOTEAMENTO VILA RICA,SN,MATA DO ROLO,57100000,GASOLINA,5.89,IPIRANGA
NE,AL,RIO LARGO,LOTEAMENTO VILA RICA,SN,MATA DO ROLO,57100000,DIESEL S10,6.29,IPIRANGA
NE,AL,RIO LARGO,LOTEAMENTO VILA RICA,SN,MATA DO ROLO,57100000,ETANOL,3.99,IPIRANGA
NE,AL,RIO LARGO,LOTEAMENTO SAO CAETANO,SN,PREFEITO ANTONIO LINS DE SOUZA,57100000,GNV,4.69,VIBRA
NE,AL,RIO LARGO,LOTEAMENTO SAO CAETANO,SN,PREFEITO ANTONIO LINS DE SOUZA,57100000,GASOLINA,5.39,VIBRA
NE,AL,RIO LARGO,LOTEAMENTO SAO CAETANO,SN,PREFEITO ANTONIO LINS DE SOUZA,57100000,GASOLINA ADITIVADA,5.49,VIBRA
NE,AL,RIO LARGO,LOTEAMENTO SAO CAETANO,SN,PREFEITO ANTONIO LINS DE SOUZA,57100000,DIESEL,5.59,VIBRA
NE,AL,RIO LARGO,LOTEAMENTO SAO CAETANO,SN,PREFEITO ANTONIO LINS DE SOUZA,57100000,DIESEL S10,5.69,VIBRA
NE,AL,RIO LARGO,LOTEAMENTO SAO CAETANO,SN,PREFEITO ANTONIO LINS DE SOUZA,57100000,ETANOL,3.59,VIBRA
NE,AL,RIO LARGO,RODOVIA BR 101 NORTE KM 75,SN,ZONA RURAL,57100000,GASOLINA,5.59,VIBRA
NE,AL,RIO LARGO,RODOVIA BR 101 NORTE KM 75,SN,ZONA RURAL,57100000,GASOLINA ADITIVADA,5.74,VIBRA
NE,AL,RIO LARGO,RODOVIA BR 101 NORTE KM 75,SN,ZONA RURAL,57100000,DIESEL,6.12,VIBRA
NE,AL,RIO LARGO,RODOVIA BR 101 NORTE KM 75,SN,ZONA RURAL,57100000,DIESEL S10,6.12,VIBRA
NE,AL,RIO LARGO,RODOVIA BR 101 NORTE KM 75,SN,ZONA RURAL,57100000,ETANOL,3.69,VIBRA
NE,BA,VERA CRUZ,RODOVIA BA 001 KM 03 ENTRONCAMENTO MAR GRANDE,SN,KM 03,44470000,GASOLINA,5.99,BRANCA
NE,BA,VERA CRUZ,RODOVIA BA 001 KM 03 ENTRONCAMENTO MAR GRANDE,SN,KM 03,44470000,DIESEL S10,5.99,BRANCA
NE,BA,VERA CRUZ,RODOVIA BA 001 KM 03 ENTRONCAMENTO MAR GRANDE,SN,KM 03,44470000,ETANOL,4.39,BRANCA
NE,MA,PINHEIRO,AVENIDA TARQUINIO LOPES,942,CENTRO,65200000,GASOLINA,5.75,BRANCA
NE,MA,PINHEIRO,AVENIDA TARQUINIO LOPES,942,CENTRO,65200000,GASOLINA ADITIVADA,5.75,BRANCA
NE,MA,PINHEIRO,AVENIDA TARQUINIO LOPES,942,CENTRO,65200000,ETANOL,4.9,BRANCA
NE,MA,PINHEIRO,AVENIDA PAULO RAMOS,528,CENTRO,65200000,GASOLINA,5.79,BRANCA
NE,MA,PINHEIRO,AVENIDA PAULO RAMOS,528,CENTRO,65200000,GASOLINA ADITIVADA,5.79,BRANCA
NE,MA,PINHEIRO,AVENIDA PAULO RAMOS,528,CENTRO,65200000,DIESEL,6.19,BRANCA
NE,MA,PINHEIRO,AVENIDA PAULO RAMOS,600,CENTRO,65200000,GASOLINA,5.89,ALESAT
NE,MA,PINHEIRO,AVENIDA PAULO RAMOS,600,CENTRO,65200000,GASOLINA ADITIVADA,5.89,ALESAT
NE,MA,PINHEIRO,AVENIDA PAULO RAMOS,600,CENTRO,65200000,DIESEL,6.19,ALESAT
NE,MA,PINHEIRO,AVENIDA PAULO RAMOS,600,CENTRO,65200000,DIESEL S10,6.29,ALESAT
SE,MG,CARATINGA,AVENIDA JOAO CAETANO DO NASCIMENTO,5,SANTA ZITA,35300104,GASOLINA,5.68,BRANCA
SE,MG,CARATINGA,AVENIDA JOAO CAETANO DO NASCIMENTO,5,SANTA ZITA,35300104,DIESEL S10,6.37,BRANCA
SE,MG,CARATINGA,AVENIDA JOAO CAETANO DO NASCIMENTO,5,SANTA ZITA,35300104,ETANOL,3.74,BRANCA
SE,MG,CARATINGA,AVENIDA PRESIDENTE TANCREDO NEVES,2749,CENTRO,35300102,GASOLINA,5.69,ALESAT
SE,MG,CARATINGA,AVENIDA PRESIDENTE TANCREDO NEVES,2749,CENTRO,35300102,DIESEL,5.69,ALESAT
SE,MG,CARATINGA,AVENIDA PRESIDENTE TANCREDO NEVES,2749,CENTRO,35300102,DIESEL S10,5.79,ALESAT
SE,MG,CARATINGA,AVENIDA PRESIDENTE TANCREDO NEVES,2749,CENTRO,35300102,ETANOL,3.75,ALESAT
SE,MG,CARATINGA,PRACA CESARIO ALVIM,80,,35300036,GASOLINA,5.69,BRANCA
SE,MG,CARATINGA,PRACA CESARIO ALVIM,80,,35300036,GASOLINA ADITIVADA,5.69,BRANCA
SE,MG,CARATINGA,PRACA CESARIO ALVIM,80,,35300036,ETANOL,3.75,BRANCA
SE,MG,CARATINGA,AVENIDA PRES TANCREDO NEVES,2812,ZACARIAS,35300101,GASOLINA ADITIVADA,6.09,VIBRA
SE,MG,CARATINGA,AVENIDA PRES TANCREDO NEVES,2812,ZACARIAS,35300101,DIESEL S10,6.49,VIBRA
SE,MG,CARATINGA,AVENIDA PRES TANCREDO NEVES,2812,ZACARIAS,35300101,ETANOL,3.99,VIBRA
SE,MG,ITAJUBA,AVENIDA DR VICENTE SANCHES,22,VARGINHA,37501082,GASOLINA,5.59,RAIZEN
SE,MG,ITAJUBA,AVENIDA DR VICENTE SANCHES,22,VARGINHA,37501082,GASOLINA ADITIVADA,5.79,RAIZEN
SE,MG,ITAJUBA,AVENIDA DR VICENTE SANCHES,22,VARGINHA,37501082,DIESEL,6.09,RAIZEN
SE,MG,ITAJUBA,AVENIDA DR VICENTE SANCHES,22,VARGINHA,37501082,ETANOL,3.64,RAIZEN
NE,PB,CABEDELO,RODOVIA BR230,1879,PARQUE VERDE,58102800,ETANOL,3.69,BRANCA
NE,PB,CABEDELO,RODOVIA BR230,1879,PARQUE VERDE,58102800,GASOLINA,5.39,BRANCA
NE,PB,CABEDELO,RODOVIA BR230,1879,PARQUE VERDE,58102800,GASOLINA ADITIVADA,5.59,BRANCA
NE,PE,RECIFE,RUA REAL DA TORRE,954,TORRE,50710100,GASOLINA,5.07,SETTA DISTRIBUIDORA
NE,PE,RECIFE,RUA REAL DA TORRE,954,TORRE,50710100,DIESEL S10,5.57,SETTA DISTRIBUIDORA
NE,PE,RECIFE,RUA REAL DA TORRE,954,TORRE,50710100,ETANOL,3.53,SETTA DISTRIBUIDORA
NE,PE,RECIFE,RUA JATICY,53,IMBIRIBEIRA,51180001,GNV,4.24,VIBRA
NE,PE,RECIFE,RUA JATICY,53,IMBIRIBEIRA,51180001,GASOLINA ADITIVADA,5.26,VIBRA
NE,PE,RECIFE,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,1055,ILHA DO RETIRO,50830000,GASOLINA,5.09,VIBRA
NE,PE,RECIFE,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,1055,ILHA DO RETIRO,50830000,GASOLINA ADITIVADA,5.21,VIBRA
NE,PE,RECIFE,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,1055,ILHA DO RETIRO,50830000,DIESEL S10,5.75,VIBRA
NE,PE,RECIFE,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,1055,ILHA DO RETIRO,50830000,ETANOL,3.59,VIBRA
NE,PE,RECIFE,AVENIDA CAXANGA,5405,VARZEA,50740000,GASOLINA,5.09,IPIRANGA
NE,PE,RECIFE,AVENIDA CAXANGA,5405,VARZEA,50740000,GASOLINA ADITIVADA,5.29,IPIRANGA
NE,PE,RECIFE,AVENIDA CAXANGA,5405,VARZEA,50740000,DIESEL S10,5.69,IPIRANGA
NE,PE,RECIFE,AVENIDA CAXANGA,5405,VARZEA,50740000,ETANOL,4.19,IPIRANGA
NE,PE,RECIFE,AVENIDA GOVERNADOR AGAMENON,1101,SANTO AMARO,52031330,GASOLINA,5.09,VIBRA
NE,PE,RECIFE,AVENIDA GOVERNADOR AGAMENON,1101,SANTO AMARO,52031330,GASOLINA ADITIVADA,5.29,VIBRA
NE,PE,RECIFE,AVENIDA GOVERNADOR AGAMENON,1101,SANTO AMARO,52031330,DIESEL S10,5.69,VIBRA
NE,PE,RECIFE,AVENIDA GOVERNADOR AGAMENON,1101,SANTO AMARO,52031330,ETANOL,3.99,VIBRA
NE,PE,RECIFE,AVENIDA RUI BARBOSA,911,GRACAS,52050000,GASOLINA,5.09,VIBRA
NE,PE,RECIFE,AVENIDA RUI BARBOSA,911,GRACAS,52050000,GASOLINA ADITIVADA,5.29,VIBRA
NE,PE,RECIFE,AVENIDA RUI BARBOSA,911,GRACAS,52050000,ETANOL,3.59,VIBRA
NE,PE,RECIFE,ESTRADA DOS REMEDIOS,1235,AFOGADOS,50750000,GNV,4.24,VIBRA
NE,PE,RECIFE,ESTRADA DOS REMEDIOS,1235,AFOGADOS,50750000,GASOLINA,5.07,VIBRA
NE,PE,RECIFE,ESTRADA DOS REMEDIOS,1235,AFOGADOS,50750000,GASOLINA ADITIVADA,5.17,VIBRA
NE,PE,RECIFE,ESTRADA DOS REMEDIOS,1235,AFOGADOS,50750000,ETANOL,3.59,VIBRA
NE,PE,RECIFE,PRACA VENACIO DE REZENDE,10,AFOGADOS,50770830,GASOLINA,5.07,DISLUB
NE,PE,RECIFE,PRACA VENACIO DE REZENDE,10,AFOGADOS,50770830,GASOLINA ADITIVADA,5.07,DISLUB
NE,PE,RECIFE,PRACA VENACIO DE REZENDE,10,AFOGADOS,50770830,ETANOL,3.53,DISLUB
NE,PE,RECIFE,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,125,MADALENA,50750360,GASOLINA,5.09,RAIZEN
NE,PE,RECIFE,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,125,MADALENA,50750360,GASOLINA ADITIVADA,5.39,RAIZEN
NE,PE,RECIFE,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,125,MADALENA,50750360,DIESEL S10,5.75,RAIZEN
NE,PE,RECIFE,AVENIDA ENGENHEIRO ABDIAS DE CARVALHO,125,MADALENA,50750360,ETANOL,3.59,RAIZEN
NE,PE,RECIFE,AVENIDA NORTE,1002,SANTO  AMARO,50040200,GASOLINA,5.08,BRANCA
NE,PE,RECIFE,AVENIDA NORTE,1002,SANTO  AMARO,50040200,DIESEL S10,5.75,BRANCA
NE,PE,RECIFE,AVENIDA NORTE,1002,SANTO  AMARO,50040200,ETANOL,3.57,BRANCA
NE,PE,RECIFE,RUA IMPERIAL,457,SÃO JOSÉ,50090000,GASOLINA ADITIVADA,5.19,VIBRA
NE,PE,RECIFE,RUA IMPERIAL,457,SÃO JOSÉ,50090000,DIESEL S10,5.89,VIBRA
NE,PE,RECIFE,RUA IMPERIAL,457,SÃO JOSÉ,50090000,ETANOL,3.65,VIBRA
NE,PE,RECIFE,AVENIDA MANOEL BORBA,410,BOA VISTA,50070000,GASOLINA,5.19,VIBRA
NE,PE,RECIFE,AVENIDA MANOEL BORBA,410,BOA VISTA,50070000,GASOLINA ADITIVADA,5.29,VIBRA
NE,PE,RECIFE,AVENIDA MANOEL BORBA,410,BOA VISTA,50070000,DIESEL S10,5.69,VIBRA
NE,PE,RECIFE,AVENIDA MANOEL BORBA,410,BOA VISTA,50070000,ETANOL,3.69,VIBRA
NE,PE,RECIFE,RUA SÃO MIGUEL,320,AFOGADOS,50770720,GASOLINA,5.07,BRANCA
NE,PE,RECIFE,RUA SÃO MIGUEL,320,AFOGADOS,50770720,DIESEL S10,5.57,BRANCA
NE,PE,RECIFE,RUA SÃO MIGUEL,320,AFOGADOS,50770720,ETANOL,3.53,BRANCA
NE,PE,RECIFE,AVENIDA NORTE,3257,ROSARINHO,52041080,GASOLINA,5.09,IPIRANGA
NE,PE,RECIFE,AVENIDA NORTE,3257,ROSARINHO,52041080,GASOLINA ADITIVADA,5.19,IPIRANGA
NE,PE,RECIFE,AVENIDA NORTE,3257,ROSARINHO,52041080,DIESEL S10,5.69,IPIRANGA
NE,PE,RECIFE,AVENIDA NORTE,3257,ROSARINHO,52041080,ETANOL,3.58,IPIRANGA
NE,PE,RECIFE,RUA BARÃO DE SOUZA LEÃO,240,BOA VIAGEM,51030300,GASOLINA,5.19,VIBRA
NE,PE,RECIFE,RUA BARÃO DE SOUZA LEÃO,240,BOA VIAGEM,51030300,GASOLINA ADITIVADA,5.29,VIBRA
NE,PE,RECIFE,RUA BARÃO DE SOUZA LEÃO,240,BOA VIAGEM,51030300,DIESEL S10,5.79,VIBRA
NE,PE,RECIFE,RUA BARÃO DE SOUZA LEÃO,240,BOA VIAGEM,51030300,ETANOL,3.69,VIBRA
NE,PI,TERESINA,AVENIDA PRESIDENTE KENNEDY,1944,SAO CRISTOVAO,64052800,GASOLINA,5.19,VIBRA
NE,PI,TERESINA,AVENIDA PRESIDENTE KENNEDY,1944,SAO CRISTOVAO,64052800,GASOLINA ADITIVADA,5.59,VIBRA
NE,PI,TERESINA,AVENIDA PRESIDENTE KENNEDY,1944,SAO CRISTOVAO,64052800,DIESEL S10,6.19,VIBRA
NE,PI,TERESINA,AVENIDA PRESIDENTE KENNEDY,1944,SAO CRISTOVAO,64052800,ETANOL,3.89,VIBRA
SE,RJ,CAMPOS DOS GOYTACAZES,AVENIDA NILO PECANHA,614,PQ SANTO AMARO,28030035,GNV,5.09,VIBRA
SE,RJ,CAMPOS DOS GOYTACAZES,AVENIDA NILO PECANHA,614,PQ SANTO AMARO,28030035,GASOLINA,5.99,VIBRA
SE,RJ,CAMPOS DOS GOYTACAZES,AVENIDA NILO PECANHA,614,PQ SANTO AMARO,28030035,GASOLINA ADITIVADA,6.19,VIBRA
SE,RJ,CAMPOS DOS GOYTACAZES,AVENIDA NILO PECANHA,614,PQ SANTO AMARO,28030035,DIESEL S10,6.29,VIBRA
SE,RJ,CAMPOS DOS GOYTACAZES,AVENIDA NILO PECANHA,614,PQ SANTO AMARO,28030035,ETANOL,4.39,VIBRA
SE,RJ,CAMPOS DOS GOYTACAZES,AVENIDA ALBERTO TORRES,100,CENTRO,28010117,GASOLINA ADITIVADA,6.09,RAIZEN
SE,RJ,CAMPOS DOS GOYTACAZES,AVENIDA ALBERTO TORRES,100,CENTRO,28010117,DIESEL S10,6.09,RAIZEN
SE,RJ,CAMPOS DOS GOYTACAZES,AVENIDA ALBERTO TORRES,100,CENTRO,28010117,ETANOL,4.29,RAIZEN
SE,RJ,CAMPOS DOS GOYTACAZES,AVENIDA ALBERTO TORRES,100,CENTRO,28010117,GNV,4.99,RAIZEN
SE,RJ,CAMPOS DOS GOYTACAZES,AVENIDA ALBERTO TORRES,100,CENTRO,28010117,GASOLINA,5.99,RAIZEN
SE,RJ,CAMPOS DOS GOYTACAZES,RODOVIA BR101 KM 805,SN,IBITIOCA,28120000,GASOLINA,5.89,RAIZEN
SE,RJ,CAMPOS DOS GOYTACAZES,RODOVIA BR101 KM 805,SN,IBITIOCA,28120000,DIESEL,5.64,RAIZEN
SE,RJ,CAMPOS DOS GOYTACAZES,RUA DOS GOYTACAZES,342,CENTRO,28010460,GASOLINA,5.99,VIBRA
SE,RJ,CAMPOS DOS GOYTACAZES,RUA DOS GOYTACAZES,342,CENTRO,28010460,GASOLINA ADITIVADA,6.1,VIBRA
SE,RJ,CAMPOS DOS GOYTACAZES,RUA DOS GOYTACAZES,342,CENTRO,28010460,ETANOL,4.29,VIBRA
SE,RJ,CAMPOS DOS GOYTACAZES,RUA JOAQUIM LORENA,6,URURAÍ,28020230,GASOLINA,5.79,BRANCA
SE,RJ,CAMPOS DOS GOYTACAZES,RUA JOAQUIM LORENA,6,URURAÍ,28020230,DIESEL S10,5.99,BRANCA
SE,RJ,CAMPOS DOS GOYTACAZES,RUA JOAQUIM LORENA,6,URURAÍ,28020230,ETANOL,4.09,BRANCA
SE,RJ,CAMPOS DOS GOYTACAZES,AVENIDA 15 DE NOVEMBRO,353,CENTRO,28030002,GNV,4.99,BRANCA
SE,RJ,CAMPOS DOS GOYTACAZES,AVENIDA 15 DE NOVEMBRO,353,CENTRO,28030002,GASOLINA,5.95,BRANCA
SE,RJ,CAMPOS DOS GOYTACAZES,AVENIDA 15 DE NOVEMBRO,353,CENTRO,28030002,GASOLINA ADITIVADA,5.99,BRANCA
SE,RJ,CAMPOS DOS GOYTACAZES,AVENIDA 15 DE NOVEMBRO,353,CENTRO,28030002,DIESEL S10,5.99,BRANCA
SE,RJ,CAMPOS DOS GOYTACAZES,AVENIDA 15 DE NOVEMBRO,353,CENTRO,28030002,ETANOL,4.17,BRANCA
SE,RJ,CAMPOS DOS GOYTACAZES,RUA ALBERTO LAMEGO,895,CENTRO,28015622,GASOLINA,5.99,BRANCA
SE,RJ,CAMPOS DOS GOYTACAZES,RUA ALBERTO LAMEGO,895,CENTRO,28015622,GASOLINA ADITIVADA,6.09,BRANCA
SE,RJ,CAMPOS DOS GOYTACAZES,RUA ALBERTO LAMEGO,895,CENTRO,28015622,DIESEL,5.89,BRANCA
SE,RJ,CAMPOS DOS GOYTACAZES,RUA ALBERTO LAMEGO,895,CENTRO,28015622,DIESEL S10,5.99,BRANCA
SE,RJ,CAMPOS DOS GOYTACAZES,RUA ALBERTO LAMEGO,895,CENTRO,28015622,ETANOL,4.39,BRANCA
SE,RJ,NOVA IGUACU,ESTRADA PLÍNIO CASADO,1630,VILA NOVA,26010042,GASOLINA,5.15,BRANCA
SE,RJ,NOVA IGUACU,ESTRADA PLÍNIO CASADO,1630,VILA NOVA,26010042,GASOLINA ADITIVADA,5.15,BRANCA
SE,RJ,NOVA IGUACU,ESTRADA PLÍNIO CASADO,1630,VILA NOVA,26010042,DIESEL S10,5.99,BRANCA
SE,RJ,NOVA IGUACU,ESTRADA PLÍNIO CASADO,1630,VILA NOVA,26010042,ETANOL,3.63,BRANCA
SE,RJ,NOVA IGUACU,AVENIDA ABILIO AUGUSTO TAVORA,3500,JARDIM ALVORADA,26210000,GNV,4.28,BRANCA
SE,RJ,NOVA IGUACU,AVENIDA ABILIO AUGUSTO TAVORA,3500,JARDIM ALVORADA,26210000,GASOLINA,5.38,BRANCA
SE,RJ,NOVA IGUACU,AVENIDA ABILIO AUGUSTO TAVORA,3500,JARDIM ALVORADA,26210000,GASOLINA ADITIVADA,5.99,BRANCA
SE,RJ,NOVA IGUACU,AVENIDA ABILIO AUGUSTO TAVORA,3500,JARDIM ALVORADA,26210000,DIESEL S10,5.99,BRANCA
SE,RJ,NOVA IGUACU,AVENIDA ABILIO AUGUSTO TAVORA,3500,JARDIM ALVORADA,26210000,ETANOL,3.69,BRANCA
SE,RJ,NOVA IGUACU,AVENIDA GOVERNADOR ROBERTO SILVEIRA,1500,MOQUETA,26020740,GASOLINA,5.33,BRANCA
SE,RJ,NOVA IGUACU,AVENIDA GOVERNADOR ROBERTO SILVEIRA,1500,MOQUETA,26020740,DIESEL,5.77,BRANCA
SE,RJ,NOVA IGUACU,AVENIDA GOVERNADOR ROBERTO SILVEIRA,1500,MOQUETA,26020740,ETANOL,3.79,BRANCA
SE,RJ,NOVA IGUACU,RUA CORONEL FRANCISCO SOARES,554,CENTRO,26220520,GNV,4.19,BRANCA
SE,RJ,NOVA IGUACU,RUA CORONEL FRANCISCO SOARES,554,CENTRO,26220520,GASOLINA,5.29,BRANCA
SE,RJ,NOVA IGUACU,RUA CORONEL FRANCISCO SOARES,554,CENTRO,26220520,GASOLINA ADITIVADA,5.39,BRANCA
SE,RJ,NOVA IGUACU,RUA CORONEL FRANCISCO SOARES,554,CENTRO,26220520,DIESEL S10,5.99,BRANCA
SE,RJ,NOVA IGUACU,RUA CORONEL FRANCISCO SOARES,554,CENTRO,26220520,ETANOL,3.69,BRANCA
SE,RJ,NOVA IGUACU,RODOVIA PRESIDENTE DUTRA,13006,PRATA,26010003,GNV,4.39,IPIRANGA
SE,RJ,NOVA IGUACU,RODOVIA PRESIDENTE DUTRA,13006,PRATA,26010003,GASOLINA,5.4,IPIRANGA
SE,RJ,NOVA IGUACU,RODOVIA PRESIDENTE DUTRA,13006,PRATA,26010003,GASOLINA ADITIVADA,5.89,IPIRANGA
SE,RJ,NOVA IGUACU,RODOVIA PRESIDENTE DUTRA,13006,PRATA,26010003,DIESEL S10,6.49,IPIRANGA
SE,RJ,NOVA IGUACU,RODOVIA PRESIDENTE DUTRA,13006,PRATA,26010003,ETANOL,3.69,IPIRANGA
SE,RJ,NOVA IGUACU,AVENIDA ABILIO AUGUSTO TAVORA,4124,CABUCU,26262020,GNV,4.29,RAIZEN
SE,RJ,NOVA IGUACU,AVENIDA ABILIO AUGUSTO TAVORA,4124,CABUCU,26262020,GASOLINA,5.57,RAIZEN
SE,RJ,NOVA IGUACU,AVENIDA ABILIO AUGUSTO TAVORA,4124,CABUCU,26262020,GASOLINA ADITIVADA,5.67,RAIZEN
SE,RJ,NOVA IGUACU,AVENIDA ABILIO AUGUSTO TAVORA,4124,CABUCU,26262020,DIESEL,6.12,RAIZEN
SE,RJ,NOVA IGUACU,AVENIDA ABILIO AUGUSTO TAVORA,4124,CABUCU,26262020,ETANOL,3.85,RAIZEN
SE,RJ,NOVA IGUACU,ESTRADA ADRIANOPOLIS,2560,BOTAFOGO,26210000,GNV,4.56,ALESAT
SE,RJ,NOVA IGUACU,ESTRADA ADRIANOPOLIS,2560,BOTAFOGO,26210000,GASOLINA,5.79,ALESAT
SE,RJ,NOVA IGUACU,ESTRADA ADRIANOPOLIS,2560,BOTAFOGO,26210000,GASOLINA ADITIVADA,6.18,ALESAT
SE,RJ,NOVA IGUACU,ESTRADA ADRIANOPOLIS,2560,BOTAFOGO,26210000,DIESEL S10,6.49,ALESAT
SE,RJ,NOVA IGUACU,ESTRADA ADRIANOPOLIS,2560,BOTAFOGO,26210000,ETANOL,4.09,ALESAT
SE,RJ,NOVA IGUACU,RUA OSCAR SOARES,1000,CENTRO,26220099,GNV,4.15,VIBRA
SE,RJ,NOVA IGUACU,RUA OSCAR SOARES,1000,CENTRO,26220099,GASOLINA,5.29,VIBRA
SE,RJ,NOVA IGUACU,RUA OSCAR SOARES,1000,CENTRO,26220099,GASOLINA ADITIVADA,5.29,VIBRA
SE,RJ,NOVA IGUACU,RUA OSCAR SOARES,1000,CENTRO,26220099,DIESEL S10,5.89,VIBRA
SE,RJ,NOVA IGUACU,RUA OSCAR SOARES,1000,CENTRO,26220099,ETANOL,3.69,VIBRA
SE,RJ,NOVA IGUACU,RUA OSCAR SOARES (CONTINUACAO COMO EST DR PLINIO CASA,36,CENTRO,26220099,GNV,4.69,BRANCA
SE,RJ,NOVA IGUACU,RUA OSCAR SOARES (CONTINUACAO COMO EST DR PLINIO CASA,36,CENTRO,26220099,GASOLINA,5.49,BRANCA
SE,RJ,NOVA IGUACU,RUA OSCAR SOARES (CONTINUACAO COMO EST DR PLINIO CASA,36,CENTRO,26220099,GASOLINA ADITIVADA,5.59,BRANCA
SE,RJ,NOVA IGUACU,RUA OSCAR SOARES (CONTINUACAO COMO EST DR PLINIO CASA,36,CENTRO,26220099,DIESEL S10,6.39,BRANCA
SE,RJ,NOVA IGUACU,RUA OSCAR SOARES (CONTINUACAO COMO EST DR PLINIO CASA,36,CENTRO,26220099,ETANOL,3.98,BRANCA
SE,RJ,NOVA IGUACU,RUA ALVARO GONÇALVES,30,VILA DE CAVA,26210000,GASOLINA,5.8,ALESAT
SE,RJ,NOVA IGUACU,RUA ALVARO GONÇALVES,30,VILA DE CAVA,26210000,GASOLINA ADITIVADA,6,ALESAT
SE,RJ,NOVA IGUACU,RUA ALVARO GONÇALVES,30,VILA DE CAVA,26210000,DIESEL S10,6.35,ALESAT
SE,RJ,NOVA IGUACU,RUA ALVARO GONÇALVES,30,VILA DE CAVA,26210000,ETANOL,4.25,ALESAT
SE,RJ,SAO JOAO DE MERITI,RODOVIA PRESIDENTE DUTRA,SN,COELHO DA ROCHA,25570720,GASOLINA,5.44,RAIZEN
SE,RJ,SAO JOAO DE MERITI,RODOVIA PRESIDENTE DUTRA,SN,COELHO DA ROCHA,25570720,GASOLINA ADITIVADA,5.64,RAIZEN
SE,RJ,SAO JOAO DE MERITI,RODOVIA PRESIDENTE DUTRA,SN,COELHO DA ROCHA,25570720,DIESEL,6.23,RAIZEN
SE,RJ,SAO JOAO DE MERITI,RODOVIA PRESIDENTE DUTRA,SN,COELHO DA ROCHA,25570720,ETANOL,4.05,RAIZEN
SE,RJ,SAO JOAO DE MERITI,AVENIDA PRESIDENTE LINCOLN,130,JARDIM MERITI,25555201,GASOLINA,5.59,RAIZEN
SE,RJ,SAO JOAO DE MERITI,AVENIDA PRESIDENTE LINCOLN,130,JARDIM MERITI,25555201,GASOLINA ADITIVADA,5.84,RAIZEN
SE,RJ,SAO JOAO DE MERITI,AVENIDA PRESIDENTE LINCOLN,130,JARDIM MERITI,25555201,DIESEL,6.29,RAIZEN
SE,RJ,SAO JOAO DE MERITI,AVENIDA PRESIDENTE LINCOLN,130,JARDIM MERITI,25555201,DIESEL S10,6.29,RAIZEN
SE,RJ,SAO JOAO DE MERITI,AVENIDA PRESIDENTE LINCOLN,130,JARDIM MERITI,25555201,ETANOL,3.99,RAIZEN
